"ref.date","friendly.name","price.adjusted","daily.return"
2011-09-22,"SMI",5288.47998,-0.0347234795333136
2011-09-23,"SMI",5298.830078,0.00195518998507974
2011-09-26,"SMI",5401.009766,0.0190998736013725
2011-09-27,"SMI",5564.620117,0.0298427897116202
2011-09-28,"SMI",5551.649902,-0.00233355628526298
2011-09-29,"SMI",5608.600098,0.0102059882775509
2011-09-30,"SMI",5531.740234,-0.0137986957742835
2011-10-03,"SMI",5495.689941,-0.00653831778678654
2011-10-04,"SMI",5444.549805,-0.00934906540969061
2011-10-05,"SMI",5504.990234,0.0110399236235185
2011-10-06,"SMI",5640.069824,0.0242414494257234
2011-10-07,"SMI",5652.22998,0.00215370844051779
2011-10-10,"SMI",5718.560059,0.0116668817476344
2011-10-11,"SMI",5732.189941,0.00238061060403192
2011-10-12,"SMI",5781.129883,0.00850149870079663
2011-10-13,"SMI",5713.169922,-0.0118251227259644
2011-10-14,"SMI",5761.120117,0.00835789821673012
2011-10-17,"SMI",5723.410156,-0.00656711169369779
2011-10-18,"SMI",5682.509766,-0.00717181351237543
2011-10-19,"SMI",5699.97998,0.00306966720078347
2011-10-20,"SMI",5657.660156,-0.00745225581188033
2011-10-21,"SMI",5753.52002,0.0168014381546683
2011-10-24,"SMI",5788.629883,0.0060837836255386
2011-10-25,"SMI",5708.790039,-0.0138885294100408
2011-10-26,"SMI",5700.5,-0.00145320882028289
2011-10-27,"SMI",5823,0.0212617025633455
2011-10-28,"SMI",5852.660156,0.0050806925529222
2011-10-31,"SMI",5731.27002,-0.0209591352615971
2011-11-01,"SMI",5588.569824,-0.0252137411516103
2011-11-02,"SMI",5611.049805,0.00401442404912538
2011-11-03,"SMI",5668.049805,0.0101072757961107
2011-11-04,"SMI",5659.830078,-0.00145123863026856
2011-11-07,"SMI",5645.959961,-0.00245363197276567
2011-11-08,"SMI",5682.649902,0.00647741774617597
2011-11-09,"SMI",5607.850098,-0.013250236636571
2011-11-10,"SMI",5565.779785,-0.00753032134457416
2011-11-11,"SMI",5649.029785,0.0148467129419164
2011-11-14,"SMI",5661.709961,0.00224214889510933
2011-11-15,"SMI",5664.910156,0.000565075027165689
2011-11-16,"SMI",5685.799805,0.00368076933624292
2011-11-17,"SMI",5644.620117,-0.00726890434791003
2011-11-18,"SMI",5614.609863,-0.00533079528902125
2011-11-21,"SMI",5477.259766,-0.0247671713692835
2011-11-22,"SMI",5447.660156,-0.00541874588346621
2011-11-23,"SMI",5386.140137,-0.0113571745094376
2011-11-24,"SMI",5356.959961,-0.00543237007833184
2011-11-25,"SMI",5395.609863,0.0071889918577417
2011-11-28,"SMI",5522.660156,0.0232740219427398
2011-11-29,"SMI",5531.240234,0.0015524076426283
2011-11-30,"SMI",5652.310059,0.0216522574298512
2011-12-01,"SMI",5681.569824,0.00516325041475737
2011-12-02,"SMI",5718.850098,0.00654018135128742
2011-12-05,"SMI",5739.859863,0.00366704255802719
2011-12-06,"SMI",5767.930176,0.00487849857827552
2011-12-07,"SMI",5766.240234,-0.000293032260148944
2011-12-08,"SMI",5737.819824,-0.00494094566188145
2011-12-09,"SMI",5793.569824,0.00966933493154534
2011-12-12,"SMI",5747.089844,-0.00805503890640018
2011-12-13,"SMI",5759.720215,0.00219528713999546
2011-12-14,"SMI",5719.089844,-0.00707922519408573
2011-12-15,"SMI",5784.140137,0.0113100384023719
2011-12-16,"SMI",5733.5,-0.00879354845539734
2011-12-19,"SMI",5767.97998,0.00599576460661612
2011-12-20,"SMI",5804.310059,0.00627882609800939
2011-12-21,"SMI",5804.77002,7.9241593151286e-05
2011-12-22,"SMI",5837.060059,0.00554725873569345
2011-12-23,"SMI",5893.890137,0.00968898880889807
2011-12-27,"SMI",5886.910156,-0.00118497583239794
2011-12-28,"SMI",5895.25,0.00141567340494829
